qa_id,source_type,source_sample_id,ground_truth,prediction,raw_output,retrieved_doc_ids,retrieved_scores,top_retrieved_doc_id,top_retrieved_family,same_family_hit,top_score_margin,retrieval_regime,prompt
BC-0010,bank_call,BC-0010,no,yes,yes,P07-26,75.270214,P07-26,P07,no,75.270214,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
shared identifier가 없는 context는 숨긴다. 보이는 context와 evidence summary만 사용하라.
질문 대상 대화가 아직 중간 단계에서 끝났더라도, 보이는 context가 later scam continuation을 보여주면 yes를 줄 수 있다.
하지만 generic banking overlap만 있거나 모든 context가 filtered out 되면 no라고 답하라.
정상 해결 경로가 더 강해도 no라고 답하라.
설명하지 말고 yes 또는 no만 출력하라.

retrieval evidence summary:
- query identifiers: 다만, 인증번호제공
- query scam actions: 인증번호제공
- query legitimate actions: 공식앱확인, 대표번호재통화, 영업점방문, 내부검토대기
- context 1 doc_id: P07-26
  - context 1 matched identifiers: 인증번호제공
  - context 1 matched scam actions: 인증번호제공
  - context 1 matched legitimate actions: none
  - context 1 context-only scam actions: 앱설치
  - context 1 context-only legitimate actions: none

질문 대상 대화:
상담원: 고객님, 안녕하십니까. 고객님 명의의 계좌가 최근 비정상 접속 패턴으로 내부 이상거래 보안점검 대상에 올라가 있어 확인드리려고 연락드렸습니다. 현재 카드 재발급과 연계된 보호 단계가 일부 적용되어 있습니다.
고객: 네? 제가 뭘 한 적은 없는데요. 지금 카드 재발급 때문에 연락하신 건가요?
상담원: 맞습니다. 다만 카드 재발급만의 문제는 아니고, 고객님 본인확인 이력과 계좌 사용 패턴을 함께 점검해야 합니다. 접수번호 BC-0010, 고객번호 끝자리 74로 확인되는데, 맞으실까요?
고객: 네, 그건 맞습니다. 그런데 왜 갑자기 보안점검이 들어간 거죠?
상담원: 최근 다계좌 조회와 함께 동일 기기에서의 반복 접속 시도가 감지되어, 명의도용 의심 접수와 임시 제한 조치가 함께 들어갔습니다. 계좌 보호 단계 2가 적용된 상태라 카드 재발급이 정상 진행되려면 본인확인 절차가 필요합니다.
고객: 계좌가 여러 개 있는데 전부 영향을 받는 건가요?
상담원: 일부 다계좌 점검 대상으로 묶여 있어, 주 사용계좌와 연결된 보조계좌까지 함께 확인됩니다. 이 과정은 지급정지라기보다 이상거래 예방을 위한 제한이며, 확인 후 제한해제가 가능합니다.
고객: 지금 바로 안 하면 어떻게 되나요?
상담원: 오늘 안에 내부 검토가 마무리되지 않으면 카드 재발급과 일부 계좌의 비대면 거래가 지연될 수 있습니다. 다만 고객님께서 직접 조치하실 것은 많지 않고, 공식 앱에서 알림 내역과 보안점검 상태를 확인하신 뒤 저희 대표번호로 다시 걸어주시면 됩니다.
고객: 공식 앱에서 확인하라는 건가요? 제가 뭘 입력해야 하나요?
상담원: 앱에서는 접수번호와 보호 단계명만 보실 수 있고, 본인확인용 일부 정보가 표시됩니다. 인증번호나 확인 코드를 읽어주실 필요는 없습니다. 만약 앱에서 ‘명의도용 의심 접수’가 보이면 그대로 두시고, 영업점 방문 예약으로 전환하셔도 됩니다.
고객: 지금 통화로 해결되는 건 아니네요?
상담원: 네, 이 통화에서는 이상거래 안내와 보안점검 상태 설명만 가능합니다. 실제 제한해제는 공식 앱 확인 후 대표번호 재통화, 또는 가까운 영업점 방문으로 진행됩니다. 고객님 계좌 보호를 위해 즉시 처리해야 하는 사항으로 분류되어 있습니다.
고객: 카드 재발급은 그대로 진행되나요?
상담원: 보호 단계가 유지된 상태에서는 카드 재발급이 보류될 수 있습니다. 다만 본인확인이 완료되면 재발급과 동시에 지급정지성 임시 제한은 자동 해제 검토됩니다.
고객: 알겠습니다. 그럼 제가 먼저 앱에서 확인해보고 다시 전화드리면 되나요?
상담원: 네, 맞습니다. 공식 앱에서 이상거래 보안점검 알림과 접수번호 BC-0010을 확인하신 뒤, 대표번호로 다시 걸어주시면 담당 부서인 카드보안지원팀이 이어서 안내드리겠습니다.
고객: 영업점 방문도 가능하다고 하셨죠?

Context 1:
사기범: 잠깐, 고객님 명의 bbbqrrtuuplkz 계좌에 이상 로그인 감지가 있어 보안 점검이 필요합니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 문자로 보내드린 링크에서 vvxxccnnmmqqp 설치해 주시면 본인 확인과 차단이 동시에 진행됩니다.
피해자: 은행 앱에서 직접 하면 안 되나요?
사기범: 현재 이상 거래가 열려 있어 일반 앱 접속보다 전용 점검 앱으로 먼저 막아야 합니다.
사기범: 문자 링크는 조금 뒤 다시 보내드리니 그때 설치하시면 됩니다.
피해자: 앱 설치 후에 뭘 눌러야 하나요?
사기범: 어, vvxxccnnmmqqp 실행 후 접근성, 알림, 화면 캡처 권한까지 순서대로 허용하시면 됩니다.
피해자: 문자 링크가 공식 사이트인지 모르겠어요.
사기범: 접속 후 보이는 보안 인증번호가 내부 시스템과 일치하면 정상 링크입니다.
피해자: 권한을 너무 많이 요구하는데요.
사기범: 이상 거래 차단이 화면 기반으로 이뤄져서 일시적으로 필요한 권한입니다.
피해자: 설치만 하면 바로 해결되나요?
사기범: 설치 후 원격 점검 연결까지 완료돼야 로그인 세션을 정리할 수 있습니다.
피해자: 링크를 눌렀는데 설치 경고가 떠요.
사기범: 보안앱이라 외부 설치 경고가 보일 수 있지만 정상 절차입니다.
사기범: 설치가 끝나면 인증번호를 불러 주셔야 마지막 차단 등록이 완료됩니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라."
BC-0011,bank_call,BC-0011,no,no,no,P01-27,87.461658,P01-27,P01,no,87.461658,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0012,bank_call,BC-0012,no,no,no,P07-26,62.320554,P07-26,P07,no,62.320554,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0013,bank_call,BC-0013,no,no,no,P01-27,90.788069,P01-27,P01,no,90.788069,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0014,bank_call,BC-0014,no,no,no,P01-29,79.734940,P01-29,P01,no,79.734940,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0015,bank_call,BC-0015,no,no,no,P01-27,74.648551,P01-27,P01,no,74.648551,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0016,bank_call,BC-0016,no,no,no,P08-25,77.233419,P08-25,P08,no,77.233419,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0017,bank_call,BC-0017,no,no,no,P07-11,101.849314,P07-11,P07,no,101.849314,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0018,bank_call,BC-0018,no,yes,yes,P10-27,65.209594,P10-27,P10,no,65.209594,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
shared identifier가 없는 context는 숨긴다. 보이는 context와 evidence summary만 사용하라.
질문 대상 대화가 아직 중간 단계에서 끝났더라도, 보이는 context가 later scam continuation을 보여주면 yes를 줄 수 있다.
하지만 generic banking overlap만 있거나 모든 context가 filtered out 되면 no라고 답하라.
정상 해결 경로가 더 강해도 no라고 답하라.
설명하지 말고 yes 또는 no만 출력하라.

retrieval evidence summary:
- query identifiers: 풀려면, 요구, 창구
- query scam actions: none
- query legitimate actions: 공식앱확인, 대표번호재통화, 영업점방문, 내부검토대기
- context 1 doc_id: P10-27
  - context 1 matched identifiers: 요구
  - context 1 matched scam actions: none
  - context 1 matched legitimate actions: 공식앱확인
  - context 1 context-only scam actions: 링크접속
  - context 1 context-only legitimate actions: none

질문 대상 대화:
상담사: 고객님, 안녕하세요. 은행 보안점검센터입니다. 지금 계좌에서 이상거래 탐지 알림이 떠서 본인확인 절차가 필요합니다. 접수번호 BC-0018-9042로 조회 중인데, 이건 자산보호 차원의 임시 안내예요.
고객: 네? 이상거래요? 저 지금 뭐가 문제인가요. 방금도 앱 들어가긴 했는데요.
상담사: 네, 고객님 명의로 다계좌 점검이 잡혔고, 비정상 접속 차단이 걸린 상태라 확인이 늦어지면 지급정지로 확대될 수 있습니다. 우선 보호 단계 A-2로 들어가 있어서, 고객번호와 최근 거래 패턴만 확인하면 됩니다.
고객: 잠깐만요, 저 계좌 하나만 있는데 왜 다계좌 점검이죠?
상담사: 계좌가 한 개여도 연동된 체크카드, 입출금, 비상금성 상품까지 같이 보는 절차입니다. 명의도용 의심 접수 가능성이 있어서 저희가 내부 검토를 먼저 올려두었고, 지금은 제한해제 전 확인 단계입니다.
고객: 그럼 제가 뭘 하면 되는데요? 빨리 끝나나요?
상담사: 네, 오늘 안에 보면 좋습니다. 지금 공식 앱에서 알림센터로 들어가시면 보안점검 내역이 뜨고, 거기서 본인확인 완료 여부만 확인하시면 됩니다. 저는 접수번호와 부서명만 안내드리고, 실제 해제는 앱 확인 또는 영업점 확인으로 처리됩니다.
고객: 앱에서요? 근데 제가 방금 로그인했을 때도 뭐 별문제 없었는데요.
상담사: 정상처럼 보여도 이상거래는 뒤늦게 잡히는 경우가 있습니다. 특히 새 기기 접속 흔적이나 평소와 다른 시간대 거래가 있으면 임시 제한이 먼저 걸려요. 고객님 건은 보안점검부에서 자산보호 우선으로 분류됐습니다.
고객: 보안점검부요? 그럼 제 돈이 위험한 건가요?
상담사: 위험이라기보다 혹시 모를 피해를 막기 위한 단계입니다. 지금은 지급정지 전 보호 단계라서, 계좌가 살아 있어도 일부 기능이 제한될 수 있어요. 이 상태를 풀려면 고객님 본인이 공식 앱에서 직접 확인하시거나, 대표번호로 다시 걸어 재확인하셔야 합니다.
고객: 대표번호로 다시 걸라는 건가요? 지금 통화 끊고요?
상담사: 네, 고객님이 안심되시면 은행 대표번호로 다시 연락하시는 게 맞습니다. 내부적으로는 확인 코드가 아니라 접수번호 BC-0018-9042와 고객번호 일부로만 조회됩니다. 저희는 여기서 계좌번호 전체를 요구하지 않습니다.
고객: 알겠습니다. 영업점 가야 하나요?
상담사: 앱에서 본인확인이 안 되면 영업점 방문이 가장 빠릅니다. 창구에서 명의도용 의심 접수와 제한해제를 함께 처리할 수 있어요. 내부 검토 대기 중인 건이라 오늘 중 확인해 두시면 불편이 덜합니다.
고객: 네, 일단 앱에서 확인하고 안 되면 영업점 갈게요.
상담사: 네 고객님. 공식 앱에서 알림센터 확인 후, 안 풀리면 대표번호 재통화 또는 영업점 방문으로 진행하시면 됩니다. 접수번호 BC-0018-9042로 보안점검이 등록되어 있으니, 오늘 안에만 확인 부탁드립니다.

Context 1:
사기범: uiuiufawaefiiifji 주소 오류로 배송 보류. 오늘 중 확인 필요.
피해자: 제가 협조하면 되는 건가요?
사기범: 문자에 포함된 링크 mmnnooppqqrrs 에서 주소와 공동현관 정보를 다시 입력해 주세요.
피해자: 왜 결제창도 같이 뜨죠?
사기범: 시스템상 주소확인 수수료 ooqquuiirrppa 붙어 있고 확인 후 자동 취소 또는 환급 처리됩니다.
사기범: 수령지와 연락처를 먼저 재입력해야 배송이 다시 살아납니다.
사기범: 오늘 안에 안 하면 자동 반송으로 넘어갑니다.
피해자: 주소만 고치면 되는데 왜 공동현관 정보까지 넣죠?
사기범: 새벽 배송 구역은 출입 정보가 없으면 자동 반송 처리됩니다.
피해자: 소액 결제가 붙는 게 이상하네요.
사기범: 시스템에서 재분류 비용으로 잡히지만 배송 완료 후 보통 취소됩니다.
피해자: 공식 앱에서 바꾸면 안 되나요?
사기범: 반송 보류 상태에서는 문자 내 링크로만 임시 수정이 열려 있습니다.
피해자: 카드 정보까지 요구하면 입력 안 할 겁니다.
사기범: 결제 수단 인증이 붙는 경우만 있어서 마지막 단계 전까지는 확인 가능합니다.
피해자: 링크 접속만 해도 바로 반영되나요?
사기범: 주소 수정과 결제 인증이 끝나야 재분류가 완료됩니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라."
BC-0019,bank_call,BC-0019,no,yes,yes,P07-27,94.990803,P07-27,P07,no,94.990803,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
shared identifier가 없는 context는 숨긴다. 보이는 context와 evidence summary만 사용하라.
질문 대상 대화가 아직 중간 단계에서 끝났더라도, 보이는 context가 later scam continuation을 보여주면 yes를 줄 수 있다.
하지만 generic banking overlap만 있거나 모든 context가 filtered out 되면 no라고 답하라.
정상 해결 경로가 더 강해도 no라고 답하라.
설명하지 말고 yes 또는 no만 출력하라.

retrieval evidence summary:
- query identifiers: 현재, 다만, 요구
- query scam actions: none
- query legitimate actions: 공식앱확인, 대표번호재통화, 영업점방문, 내부검토대기
- context 1 doc_id: P07-27
  - context 1 matched identifiers: 요구
  - context 1 matched scam actions: none
  - context 1 matched legitimate actions: none
  - context 1 context-only scam actions: 앱설치
  - context 1 context-only legitimate actions: none

질문 대상 대화:
상담원: 안녕하십니까, 고객님. 한화은행 통합상담센터 보안점검팀입니다. 본인확인 전에 안내드립니다. 현재 고객님 명의 계좌들에 대해 이상거래 탐지 시스템에서 접속 경로가 평소와 다르게 확인되어, 계좌 보호 단계가 1단계로 임시 적용되어 있습니다. 오늘 바로 확인이 필요합니다.
고객: 네? 계좌가 왜요. 저는 지금 평소처럼 쓰고 있었는데요.
상담원: 네, 고객님. 오해 없으시도록 말씀드리면 지급정지까지 간 상황은 아니고, 명의도용 의심 접수로 내부 검토가 올라간 상태입니다. 다만 다계좌 점검이 자동으로 들어가 있어, 일부 이체와 조회에 제한이 걸릴 수 있습니다. 접수번호는 HC-4817-29, 보안점검 부서는 자산보호 2과입니다.
고객: 제가 따로 신청한 적이 없는데요. 그럼 누가 제 계좌를 건드린 건가요?
상담원: 현재로서는 비정상 접속 차단 이력만 확인됩니다. 해킹으로 단정된 것은 아니고, 해외 IP로 보이는 접속 흔적과 신규 단말 등록 시도가 있어 보호 절차가 시작되었습니다. 본인확인 후 이상거래 여부를 정리해야 해서, 고객번호 확인과 간단한 계좌 보유 현황 확인이 필요합니다.
고객: 본인확인은 어떻게 하죠? 제가 지금 바빠서요.
상담원: 전화상 본인확인은 등록된 정보 범위 내에서만 진행합니다. 성함과 생년월일, 그리고 현재 사용 중인 대표 계좌의 끝 네 자리만 말씀해 주시면 됩니다. 확인 후에는 임시 제한 상태를 해제할 수 있는지 내부 검토를 진행하겠습니다.
고객: 김민수, 1987년 4월 12일이고요. 대표 계좌는 1123입니다.
상담원: 확인되었습니다. 고객님 명의로 총 3개 계좌가 확인되며, 그중 1개 계좌에서 야간 시간대에 평소와 다른 이체 시도 내역이 잡혔습니다. 실제 송금은 완료되지 않았지만, 보안상 보호 단계 2로 상향 검토 중입니다. 혹시 최근에 모바일뱅킹 비밀번호 변경이나 기기 변경을 하신 적이 있습니까?
고객: 아니요. 그런 적 없습니다. 근데 지금 이거 바로 안 하면 어떻게 되는데요?
상담원: 오늘 중으로 내부 검토를 마치지 않으면 자동 제한이 연장될 수 있어, 급여이체나 카드대금 출금에 불편이 생길 수 있습니다. 다만 고객님 자산 보호를 위한 조치이므로 정상적인 은행 절차입니다. 접수번호 HC-4817-29로 이미 기록되어 있습니다.
고객: 알겠습니다. 그럼 제가 뭘 해야 하나요?
상담원: 두 가지 경로가 있습니다. 첫째, 공식 앱에서 직접 로그인하셔서 보안점검 알림과 다계좌 점검 항목을 확인하시는 방법입니다. 둘째, 대표번호로 다시 거셔서 본인확인을 재진행한 뒤, 영업점 방문 예약을 잡는 방법입니다. 저희가 지금 여기서 계좌 비밀번호나 인증값을 요구하지는 않습니다.
고객: 앱에서 보면 되는 건가요? 제가 지금 통화 중이라 바로 해보겠습니다.
상담원: 네, 가능합니다. 앱 내 고객센터의 보호 단계 안내에서 제한 사유와 해제 가능 여부를 확인해 주시면 됩니다. 만약 앱에서 이상거래 내역이 표시되면, 즉시 이체내역 보류 신청을 할 수 있습니다. 다만 현재는 내부 검토 대기 상태라 결과 확인까지 약간의 시간이 필요할 수 있습니다.
고객: 만약 제가 모르는 계좌가 더 있으면요?
상담원: 그 경우 명의도용 의심 접수로 전환되어 계좌별로 추가 확인이 들어갑니다. 고객님 명의 전체 계좌를 기준으로 조회되므로, 다른 은행 계좌까지도 이상 징후가 있으면 보호 단계가 연동될 수 있습니다. 이 부분은 자산 보호를 위한 표준 절차입니다.
고객: 네, 이해했습니다. 그럼 저는 앱에서 확인해보고 다시 연락드리면 되겠네요.

Context 1:
사기범: 고객님 명의 bbbqrrtuuplkz 계좌에 이상 로그인 감지가 있어 보안 점검이 필요합니다.
피해자: 제가 협조하면 되는 건가요?
사기범: 문자로 보내드린 링크에서 vvxxccnnmmqqp 설치해 주시면 본인 확인과 차단이 동시에 진행됩니다.
피해자: 은행 앱에서 직접 하면 안 되나요?
사기범: 현재 이상 거래가 열려 있어 일반 앱 접속보다 전용 점검 앱으로 먼저 막아야 합니다.
사기범: 설치 후 권한 허용, 화면 공유, 보안인증 순서로 진행하겠습니다.
사기범: 지금 ttwwyyuuiiopp 안에 권한 허용이 안 되면 이체 차단이 늦어질 수 있습니다.
피해자: 앱 설치 후에 뭘 눌러야 하나요?
사기범: vvxxccnnmmqqp 실행 후 접근성, 알림, 화면 캡처 권한까지 순서대로 허용하시면 됩니다.
피해자: 문자 링크가 공식 사이트인지 모르겠어요.
사기범: 접속 후 보이는 보안 인증번호가 내부 시스템과 일치하면 정상 링크입니다.
피해자: 권한을 너무 많이 요구하는데요.
사기범: 이상 거래 차단이 화면 기반으로 이뤄져서 일시적으로 필요한 권한입니다.
피해자: 설치만 하면 바로 해결되나요?
사기범: 설치 후 원격 점검 연결까지 완료돼야 로그인 세션을 정리할 수 있습니다.
피해자: 링크를 눌렀는데 설치 경고가 떠요.
사기범: 보안앱이라 외부 설치 경고가 보일 수 있지만 정상 절차입니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라."
BC-0020,bank_call,BC-0020,no,no,no,P07-11,89.481148,P07-11,P07,no,89.481148,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0021,bank_call,BC-0021,no,no,no,P07-24,73.381556,P07-24,P07,no,73.381556,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0022,bank_call,BC-0022,no,no,no,P01-27,81.809955,P01-27,P01,no,81.809955,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0023,bank_call,BC-0023,no,no,no,P07-13,85.681648,P07-13,P07,no,85.681648,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0024,bank_call,BC-0024,no,yes,yes,P07-29,80.042334,P07-29,P07,no,80.042334,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
shared identifier가 없는 context는 숨긴다. 보이는 context와 evidence summary만 사용하라.
질문 대상 대화가 아직 중간 단계에서 끝났더라도, 보이는 context가 later scam continuation을 보여주면 yes를 줄 수 있다.
하지만 generic banking overlap만 있거나 모든 context가 filtered out 되면 no라고 답하라.
정상 해결 경로가 더 강해도 no라고 답하라.
설명하지 말고 yes 또는 no만 출력하라.

retrieval evidence summary:
- query identifiers: 요구
- query scam actions: none
- query legitimate actions: 공식앱확인, 대표번호재통화, 영업점방문, 내부검토대기
- context 1 doc_id: P07-29
  - context 1 matched identifiers: 요구
  - context 1 matched scam actions: none
  - context 1 matched legitimate actions: none
  - context 1 context-only scam actions: 앱설치
  - context 1 context-only legitimate actions: none

질문 대상 대화:
상담사: 안녕하세요, 고객님. 은행 고객보호센터입니다. 오늘 새벽부터 계좌 2건에서 비정상 접속 시도가 확인돼서 보안점검 안내드리려고 연락드렸어요.
고객: 네? 제 계좌요? 갑자기 왜요. 저 지금 다른 업무 중인데요.
상담사: 말씀하신 계좌번호 끝 4자리 확인 전에, 우선 본인확인 절차부터 진행하겠습니다. 현재 1차 보호 단계가 걸려 있어서 이 상태로 두면 이체, 출금, 일부 조회가 제한될 수 있습니다.
고객: 아니, 제가 뭘 한 것도 없는데 왜 제한이 걸리죠?
상담사: 이상거래 탐지 시스템에서 다계좌 동시 접속 흔적이 잡혀서요. 명의도용 의심 접수로 먼저 분류됐고, 접수번호는 BCP-4817입니다. 오늘 중 내부 검토를 안 하면 제한이 자동 유지될 수 있어요.
고객: 다계좌요? 저는 통장 하나만 쓰는데요. 이거 진짜 은행 맞아요?
상담사: 네, 맞습니다. 고객님 이름으로 등록된 계좌 연결 내역이 일시적으로 확인돼서 안내드리는 겁니다. 본인확인 후에 보호 단계 해제 가능 여부를 봐드릴게요. 생년월일 앞자리와 휴대폰 끝 4자리로 확인 가능하신가요?
고객: 그건 전화로 다 말씀드릴 수 없는데요. 좀 수상하네요.
상담사: 맞습니다, 민감정보는 전부 안 받습니다. 전화상으로는 접수만 진행하고, 실제 확인은 공식 앱의 고객센터 내 보안점검 화면이나 가까운 영업점에서 하시면 됩니다. 지금은 임시 제한 상태라서 출금보다 우선적으로 계좌 안전 확인이 필요합니다.
고객: 근데 왜 이렇게 급하게 말씀하시죠? 제가 바로 안 하면 큰일 나는 겁니까?
상담사: 큰일이라기보다, 제한이 유지되면 오늘 오후 이후 자동이체나 카드대금 연결 계좌 쪽에서 불편이 생길 수 있습니다. 그래서 지금 접수번호로 내부 검토 대기 상태를 걸어두는 게 좋습니다.
고객: 내부 검토 대기면 제가 뭘 해야 하는데요?
상담사: 두 가지 중 하나입니다. 첫째, 공식 앱에서 고객보호센터 메뉴로 들어가서 오늘 안내된 접수번호 BCP-4817이 맞는지 직접 확인. 둘째, 대표번호로 다시 걸어서 연결된 부서가 맞는지 재확인. 셋째, 가장 확실한 건 영업점 방문입니다.
고객: 확인 코드 같은 건 필요 없어요?
상담사: 전화로 확인 코드를 읽으실 필요는 없습니다. 저희도 코드 요구 안 합니다. 다만 공식 앱 알림에 뜬 보호 단계명과 접수번호가 실제로 보이는지만 확인하시면 됩니다.
고객: 지금 계좌가 막혔다는 건가요?
상담사: 완전 지급정지는 아니고, 비정상 접속 차단용 임시 제한입니다. 정상 본인확인 완료되면 제한해제 검토 가능합니다. 현재는 자산 보호 우선이라 일부 기능만 잠깐 제한된 상태예요.
고객: 알겠습니다. 그럼 제가 앱에서 직접 확인해보고, 안 되면 대표번호로 다시 걸게요.

Context 1:
사기범: 어, 고객님 명의 bbbqrrtuuplkz 계좌에 이상 로그인 감지가 있어 보안 점검이 필요합니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: 문자로 보내드린 링크에서 vvxxccnnmmqqp 설치해 주시면 본인 확인과 차단이 동시에 진행됩니다.
피해자: 은행 앱에서 직접 하면 안 되나요?
사기범: 현재 이상 거래가 열려 있어 일반 앱 접속보다 전용 점검 앱으로 먼저 막아야 합니다.
사기범: 설치 후 권한 허용, 화면 공유, 보안인증 순서로 진행하겠습니다.
사기범: 지금 ttwwyyuuiiopp 안에 권한 허용이 안 되면 이체 차단이 늦어질 수 있습니다.
피해자: 앱 설치 후에 뭘 눌러야 하나요?
사기범: 어, vvxxccnnmmqqp 실행 후 접근성, 알림, 화면 캡처 권한까지 순서대로 허용하시면 됩니다.
피해자: 문자 링크가 공식 사이트인지 모르겠어요.
사기범: 접속 후 보이는 보안 인증번호가 내부 시스템과 일치하면 정상 링크입니다.
피해자: 권한을 너무 많이 요구하는데요.
사기범: 이상 거래 차단이 화면 기반으로 이뤄져서 일시적으로 필요한 권한입니다.
피해자: 설치만 하면 바로 해결되나요?
사기범: 설치 후 원격 점검 연결까지 완료돼야 로그인 세션을 정리할 수 있습니다.
피해자: 링크를 눌렀는데 설치 경고가 떠요.
사기범: 보안앱이라 외부 설치 경고가 보일 수 있지만 정상 절차입니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 텍스트는 보이스피싱으로 판단해야 하는가? yes or no로 답하라."
BC-0025,bank_call,BC-0025,no,no,no,P07-13,69.864514,P07-13,P07,no,69.864514,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0026,bank_call,BC-0026,no,no,no,P07-17,85.770158,P07-17,P07,no,85.770158,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0027,bank_call,BC-0027,no,no,no,P07-21,63.292673,P07-21,P07,no,63.292673,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
BC-0028,bank_call,BC-0028,no,no,no,P08-27,82.988753,P08-27,P08,no,82.988753,realistic,"너는 retrieval-augmented 보이스피싱 판정기다.
No qualifying retrieval evidence remains after identifier filtering.
즉 검색 결과 중 query와 shared identifier를 가진 증거가 하나도 남지 않았다.
이 정책에서는 이런 경우 query 자체가 수상해 보여도 no로 답한다.
설명하지 말고 no만 출력하라."
