qa_id,source_type,source_sample_id,ground_truth,prediction,raw_output,retrieved_doc_ids,retrieved_scores,prompt
IR-0251,irrelevant,IR-0251,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0283,irrelevant,IR-0283,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0331,irrelevant,IR-0331,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0363,irrelevant,IR-0363,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0395,irrelevant,IR-0395,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0435,irrelevant,IR-0435,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0443,irrelevant,IR-0443,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0459,irrelevant,IR-0459,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0467,irrelevant,IR-0467,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0491,irrelevant,IR-0491,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0515,irrelevant,IR-0515,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
IR-0539,irrelevant,IR-0539,no,yes,yes,P09-12,33.304662,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 등기우편 안내. 사건조회번호 [사건번호] 확인 필요.
피해자: 왜 저한테 이런 연락이 오죠?
사기범: 송달이 반송돼 문자로 재안내 드렸고, 미확인 시 불이익이 생길 수 있습니다.
피해자: 링크로 확인하는 게 맞나요?
사기범: 네, 오늘 안에 [링크] 접속 후 이름과 생년월일을 입력하시면 됩니다.
사기범: 어, 조회만 먼저 끝내면 실제 출석 여부는 나중에 안내됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 확인은 해보겠는데 여전히 불안하네요.
사기범: 절차상 필요한 단계라 빠르게 진행만 해주시면 됩니다.
피해자: 조회만 하고 바로 닫아도 되나요?
사기범: 우선 조회 기록만 남기면 이후 불이익은 피할 수 있습니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-01,voicephishing,P01-01,yes,yes,yes,P08-15,26.906042,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 어, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 네, 말씀하세요.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그게, 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-02,voicephishing,P01-02,yes,yes,yes,P08-13,37.913580,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-03,voicephishing,P01-03,yes,yes,yes,P08-22,28.104137,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-04,voicephishing,P01-04,yes,yes,yes,P08-18,41.121991,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 그러니까, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 이거 사기 아닌가요?
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 어, 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 카드 배송 주소가 어딘지도 알려주세요.
사기범: 본인 대조가 끝나야 사고 접수와 정지 처리가 같이 들어갑니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-05,voicephishing,P01-05,yes,yes,yes,P08-13,40.034847,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-06,voicephishing,P01-06,yes,yes,yes,P08-14,36.507393,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 체크카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 협조하면 되는 건가요?
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 카드 배송 주소가 어딘지도 알려주세요.
사기범: 본인 대조가 끝나야 사고 접수와 정지 처리가 같이 들어갑니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-07,voicephishing,P01-07,yes,yes,yes,P08-12,40.604600,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 잠깐, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 좀 이상한데 무슨 상황이죠?
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
피해자: 그게, 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 방금 시스템에서 주소지와 연락처 대조가 끝났습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 카드 배송 주소가 어딘지도 알려주세요.
사기범: 본인 대조가 끝나야 사고 접수와 정지 처리가 같이 들어갑니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-08,voicephishing,P01-08,yes,yes,yes,P08-16,34.587401,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 확인은 해보겠는데 불안하네요.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 카드 배송 주소가 어딘지도 알려주세요.
사기범: 본인 대조가 끝나야 사고 접수와 정지 처리가 같이 들어갑니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-09,voicephishing,P01-09,yes,yes,yes,P08-17,38.168559,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 체크카드 배송 기사 연결 전 확인 전화입니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 방금 시스템에서 주소지와 연락처 대조가 끝났습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 카드 배송 주소가 어딘지도 알려주세요.
사기범: 본인 대조가 끝나야 사고 접수와 정지 처리가 같이 들어갑니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
P01-10,voicephishing,P01-10,yes,yes,yes,P08-15,43.035122,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: 어, [기관명] 가상카드 배송 기사 연결 전 확인 전화입니다.
피해자: 네, 말씀하세요.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그게, 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 알겠습니다. 말씀하신 대로 진행해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-100,voicephishing,P01-100,yes,yes,yes,P02-30,48.494192,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [이름] 씨 맞으시죠. 현재 명의도용 수사 협조 중이라 통화 유지가 필요합니다.
피해자: 지금 말씀하시는 방식이 너무 이상합니다.
사기범: 근무지가 [직장명]로 조회되는데 사무실에서는 수사 누설 우려가 있어 바로 자리 이탈해 주셔야 합니다.
피해자: 회사에서 왜 나가야 하죠?
사기범: 거주지는 [주소]인데 집으로 가면 가족 접촉 가능성이 커서 안 됩니다.
사기범: 가까운 숙소나 조용한 공간으로 이동하시고 기사에게도 목적지는 크게 말하지 마십시오.
사기범: 사용 통신사와 최근 카드 사용처까지 확인돼 본인 정보와 일치하는 것으로 보입니다.
피해자: 가족한테도 말하면 안 되나요?
사기범: 특히 [이름] 씨나 직장 동료에게 알리면 참고인에서 피의자 전환 검토가 들어갑니다.
사기범: 이동 중에도 통화는 끊지 마시고 메시지, 메신저, 회사 메일 모두 중단하십시오.
피해자: 왜 꼭 숙소여야 하죠?
사기범: 공용 공간보다 단독 공간이어서 통신 확인과 진술 정리가 훨씬 안전합니다.
피해자: 택시를 타도 계속 통화해야 하나요?
사기범: 네, 이동 중 이탈이나 외부 접촉 여부를 같이 확인해야 합니다.
피해자: 새 휴대전화까지 준비하는 건 과한 것 같아요.
사기범: 기존 기기 감청 우려를 배제하려면 임시 기기 확보가 필요합니다.
피해자: 숙소 도착하면 뭘 하나요?
사기범: 통화는 유지한 채로 움직이셔야 다음 절차를 바로 안내할 수 있습니다.
피해자: 바로 하긴 어렵고 조금만 더 확인해 볼게요.

질문:
이 사례는 보이스피싱 같아?"
P01-11,voicephishing,P01-11,yes,yes,yes,P08-22,35.334678,"다음 검색 결과만 보고 판단하라.
반드시 yes 또는 no만 출력하라.

Context 1:
사기범: [기관명] 신용카드 배송 기사 연결 전 확인 전화입니다.
피해자: 제가 직접 확인해 보겠습니다.
사기범: 고객님이 신청하지 않은 카드가 발급된 정황이 있어 부정 신청 여부를 먼저 확인하고 있습니다.
피해자: 저는 신청한 적이 없는데요.
사기범: 그래서 사고센터와 금융감독원 연결 전에 주소와 생년월일 일부만 대조하려는 겁니다.
사기범: 현재 등록 주소와 직장 정보 일부까지 확인돼 명의도용 가능성이 큽니다.
피해자: 그럼 어떻게 해야 하죠?
사기범: 발급 정지와 사고 접수를 위해 본인 확인 후 연결 절차를 진행하셔야 합니다.
사기범: 오늘 안에 막지 않으면 카드가 실사용 단계로 넘어갈 수 있습니다.
피해자: 구체적으로 어떤 절차인지 다시 설명해 주세요.
사기범: 지금은 확인 단계라 제가 안내하는 순서대로만 움직이시면 됩니다.
피해자: 이상해서 여기서 중단하겠습니다. 제가 직접 확인할게요.

질문:
이 사례는 보이스피싱 같아?"
